id,dateCrawled,name,seller,offerType,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen,ad_exist_time
232181,2016-03-17T22:57:24Z,Saab_9_3_250_ps_Aero,privat,Angebot,test,cabrio,2006,automatik,250,andere,150000,11,benzin,saab,nein,2016-03-17T00:00:00Z,0,79410,2016-03-22T10:18:16Z,5
240561,2016-03-23T13:58:56Z,Hyundai_Atos_1.1,privat,Angebot,test,kleinwagen,2007,manuell,63,andere,30000,6,benzin,hyundai,nein,2016-03-23T00:00:00Z,0,26629,2016-04-05T14:45:42Z,13
221374,2016-03-24T22:52:55Z,Volkswagen_Passat_Variant_1.9_TDI_Highline_KLIMA_LEDER_AHK,privat,Angebot,control,kombi,2007,manuell,105,passat,125000,8,diesel,volkswagen,nein,2016-03-24T00:00:00Z,0,25485,2016-04-06T03:44:59Z,13
228046,2016-04-04T18:44:50Z,Fiat_Punto_188_Sporting_1.2_16_V_80_PS,privat,Angebot,test,kleinwagen,2000,manuell,80,punto,150000,9,benzin,fiat,ja,2016-04-04T00:00:00Z,0,72768,2016-04-06T20:45:31Z,2
214933,2016-03-27T20:56:38Z,Mercedes_Benz__190D_Daimler_Benz,privat,Angebot,control,limousine,1987,manuell,72,andere,150000,7,diesel,mercedes_benz,nein,2016-03-27T00:00:00Z,0,33330,2016-03-27T20:56:38Z,0
245766,2016-03-17T16:36:58Z,OPEL_Corsa_1.2_Klima_53.000_KM_TÜV_03/2017_Facelift_Model_2004,privat,Angebot,test,kleinwagen,2004,manuell,75,corsa,60000,1,benzin,opel,nein,2016-03-17T00:00:00Z,0,44892,2016-03-17T16:36:58Z,0
229739,2016-03-30T15:55:42Z,Opel_Signum_3.0_V6_CDTI_Facelift,privat,Angebot,test,kombi,2006,manuell,184,signum,150000,11,diesel,opel,ja,2016-03-30T00:00:00Z,0,45699,2016-04-03T06:18:03Z,4
206846,2016-04-02T19:45:22Z,Renaut_Grand_Espace,privat,Angebot,control,bus,1999,manuell,114,espace,150000,0,benzin,renault,nein,2016-04-02T00:00:00Z,0,26452,2016-04-06T19:46:10Z,4
238688,2016-03-08T00:55:10Z,Mazda_3_2_3_MZR_MPS,privat,Angebot,control,limousine,2007,manuell,260,3_reihe,150000,1,benzin,mazda,nein,2016-03-07T00:00:00Z,0,66564,2016-04-05T14:17:55Z,29
204510,2016-03-27T11:51:25Z,Bmw_320i_E90_Top_Zustand_Tuev_neu,privat,Angebot,test,limousine,2005,manuell,150,3er,150000,6,benzin,bmw,nein,2016-03-27T00:00:00Z,0,44623,2016-04-03T06:18:21Z,7
235442,2016-03-13T19:21:29Z,Audi_80,privat,Angebot,test,limousine,1977,automatik,75,80,100000,3,benzin,audi,nein,2016-03-13T00:00:00Z,0,56070,2016-04-01T22:47:31Z,19
246384,2016-03-12T19:53:31Z,Toyota_Yaris_Verso_1.3_Sol_Klima_AHK,privat,Angebot,test,bus,2003,manuell,84,yaris,150000,8,benzin,toyota,nein,2016-03-12T00:00:00Z,0,21720,2016-04-05T12:21:16Z,24
207955,2016-03-06T04:03:36Z,Renault_Twingo_SCe_70_Dynamique,privat,Angebot,test,kleinwagen,2016,manuell,71,twingo,5000,1,benzin,renault,nein,2016-03-06T00:00:00Z,0,49838,2016-03-06T04:03:36Z,0
249455,2016-03-11T23:46:06Z,BMW_316i_compact,privat,Angebot,test,limousine,1994,manuell,102,3er,150000,10,benzin,bmw,ja,2016-03-11T00:00:00Z,0,50827,2016-04-01T04:46:29Z,21
246342,2016-04-02T22:49:04Z,Volkswagen_Golf_2.0_Highline,privat,Angebot,test,limousine,2003,manuell,116,golf,150000,3,benzin,volkswagen,nein,2016-04-02T00:00:00Z,0,40237,2016-04-02T23:43:15Z,0
244131,2016-04-01T16:39:11Z,Peugeot_307_HDi_Break_110_Tendance,privat,Angebot,control,kombi,2004,manuell,109,3_reihe,150000,10,diesel,peugeot,nein,2016-04-01T00:00:00Z,0,24109,2016-04-05T11:44:45Z,4
209662,2016-03-19T20:38:54Z,Seat_Arosa,privat,Angebot,control,kleinwagen,2001,manuell,50,arosa,90000,10,benzin,seat,nein,2016-03-19T00:00:00Z,0,38239,2016-04-07T08:44:45Z,19
237127,2016-03-22T12:55:58Z,Seat_Ibiza_ST_1.6_TDI_CR_Style,privat,Angebot,control,kombi,2011,manuell,90,ibiza,70000,5,diesel,seat,ja,2016-03-22T00:00:00Z,0,40822,2016-03-28T02:45:13Z,6
235206,2016-04-01T20:31:04Z,Volkswagen_Touran_1.9_TDI_DPF_Trendline,privat,Angebot,control,bus,2007,manuell,105,touran,150000,1,diesel,volkswagen,nein,2016-04-01T00:00:00Z,0,35428,2016-04-03T13:29:43Z,2
215602,2016-03-11T13:38:56Z,Volkswagen_Golf_1.4_1Hand,privat,Angebot,test,limousine,2000,manuell,75,golf,150000,11,benzin,volkswagen,nein,2016-03-11T00:00:00Z,0,73033,2016-04-07T08:17:05Z,27
211834,2016-03-08T13:51:35Z,Opel_Omega_2.2_16V_Kombi,privat,Angebot,control,kombi,2000,automatik,144,omega,150000,3,benzin,opel,nein,2016-03-08T00:00:00Z,0,68309,2016-03-10T07:44:11Z,2
223621,2016-04-04T01:55:54Z,Volkswagen_Golf_1.6,privat,Angebot,control,limousine,2005,manuell,110,golf,150000,7,benzin,volkswagen,nein,2016-04-03T00:00:00Z,0,37327,2016-04-04T07:44:54Z,1
230509,2016-03-16T17:52:33Z,SEAT_Ibiza_Compfort_Airbag_Servo_ZV_Benziner,privat,Angebot,control,kleinwagen,1998,manuell,60,ibiza,150000,11,benzin,seat,nein,2016-03-16T00:00:00Z,0,24106,2016-03-30T10:16:55Z,14
216068,2016-03-17T00:56:03Z,Opel_Vectra_B_CC_Unfall,privat,Angebot,test,limousine,2001,manuell,0,vectra,150000,0,benzin,opel,ja,2016-03-17T00:00:00Z,0,39326,2016-04-06T02:45:40Z,20
210317,2016-03-09T22:38:42Z,BMW_520i,privat,Angebot,test,limousine,1997,automatik,150,5er,125000,4,benzin,bmw,nein,2016-03-09T00:00:00Z,0,27755,2016-03-17T07:47:23Z,8
225209,2016-03-21T01:00:18Z,Opel_Corsa_1.2_Liter_TÜV_bis_November,privat,Angebot,test,kleinwagen,1995,manuell,0,corsa,150000,0,benzin,opel,nein,2016-03-20T00:00:00Z,0,88634,2016-04-05T22:46:35Z,16
233328,2016-03-10T14:50:02Z,Opel_Signum_2.2_Automatik_Sport,privat,Angebot,test,kombi,2006,automatik,155,signum,90000,5,benzin,opel,nein,2016-03-10T00:00:00Z,0,13581,2016-03-27T15:46:59Z,17
214495,2016-04-01T09:37:23Z,Ford_Mondeo_Turnier_TitaniumX_2.2TDCI,privat,Angebot,test,kombi,2005,manuell,155,mondeo,150000,0,diesel,ford,ja,2016-04-01T00:00:00Z,0,71364,2016-04-07T05:46:53Z,6
233501,2016-03-22T23:48:42Z,Ford_Focus_2.0_16V_Titanium_/Vollleder_/_Scheckheft,privat,Angebot,test,limousine,2006,manuell,145,focus,80000,6,benzin,ford,nein,2016-03-22T00:00:00Z,0,41539,2016-03-27T07:46:46Z,5
206636,2016-03-20T14:36:20Z,Honda_Accord_2.0_i_Sport_30_Jahre_Edition,privat,Angebot,test,limousine,2008,manuell,155,accord,70000,3,benzin,honda,ja,2016-03-20T00:00:00Z,0,80935,2016-04-06T17:15:54Z,17
233742,2016-04-01T12:49:59Z,Peugeot_206_60_Presence_mit_Klima_und_neuen_tuev,privat,Angebot,test,kleinwagen,1999,manuell,60,2_reihe,150000,10,benzin,peugeot,nein,2016-04-01T00:00:00Z,0,30459,2016-04-07T09:17:50Z,6
235230,2016-03-12T16:41:27Z,Volkswagen_Golf_1.6_CL_Europe__TÜV_bis_4/2016__Zustand_gut,privat,Angebot,control,limousine,1996,manuell,75,golf,150000,8,benzin,volkswagen,nein,2016-03-12T00:00:00Z,0,42853,2016-03-15T02:44:43Z,3
231199,2016-03-29T20:57:37Z,Mercedes_Benz_C_220_T_CDI_Avantgarde,privat,Angebot,test,kombi,2008,manuell,150,c_klasse,150000,4,diesel,mercedes_benz,nein,2016-03-29T00:00:00Z,0,01067,2016-03-29T21:42:35Z,0
217953,2016-03-06T16:37:22Z,Ford_Ka_K2_Snow_Edition,privat,Angebot,test,kleinwagen,1999,manuell,60,ka,150000,12,benzin,ford,nein,2016-03-06T00:00:00Z,0,35037,2016-03-21T01:18:24Z,15
211527,2016-03-28T13:31:22Z,Mercedes_Benz_230_CE,privat,Angebot,test,coupe,1989,manuell,136,andere,150000,11,benzin,mercedes_benz,nein,2016-03-28T00:00:00Z,0,57520,2016-04-06T07:46:20Z,9
248669,2016-03-13T16:38:19Z,WV_TOURAN_2.0_TDI_7_SITZEN,privat,Angebot,test,kleinwagen,2003,manuell,140,touran,150000,9,diesel,volkswagen,nein,2016-03-13T00:00:00Z,0,46282,2016-03-22T22:16:04Z,9
236345,2016-03-16T23:51:19Z,Volkswagen_Golf_Variant_1.9_TDI,privat,Angebot,test,kombi,2009,manuell,105,golf,150000,5,diesel,volkswagen,nein,2016-03-16T00:00:00Z,0,24999,2016-03-28T02:17:51Z,12
216995,2016-03-14T05:42:48Z,Ford_Focus_Turnier_1.6_TDCi_DPF_Style,privat,Angebot,test,kombi,2009,manuell,109,focus,70000,1,diesel,ford,nein,2016-03-13T00:00:00Z,0,53819,2016-03-24T12:44:53Z,11
212787,2016-03-24T15:53:49Z,Smart_smart_&_passion,privat,Angebot,test,kleinwagen,2001,automatik,54,fortwo,100000,4,benzin,smart,nein,2016-03-24T00:00:00Z,0,76316,2016-04-07T08:45:06Z,14
229698,2016-03-19T14:51:05Z,Fiat_Brava_1_9_Diesel_Tuev_Neu,privat,Angebot,test,limousine,2001,manuell,101,andere,150000,3,diesel,fiat,nein,2016-03-19T00:00:00Z,0,84076,2016-03-19T14:51:05Z,0
223173,2016-04-01T10:42:11Z,Ford_Focus_1_8l_Kombi_116PS_Export__Motor+Getriebe_funktionieren!,privat,Angebot,control,kombi,2000,manuell,116,focus,150000,3,benzin,ford,nein,2016-04-01T00:00:00Z,0,17098,2016-04-01T10:42:11Z,0
248865,2016-03-20T18:26:54Z,Audi_A6_2.8,privat,Angebot,control,limousine,2000,automatik,193,a6,150000,9,lpg,audi,nein,2016-03-20T00:00:00Z,0,35440,2016-04-05T22:44:57Z,16
209715,2016-03-15T15:57:58Z,Renault_Twingo_1.2,privat,Angebot,control,kleinwagen,1999,manuell,58,twingo,150000,11,benzin,renault,nein,2016-03-15T00:00:00Z,0,49565,2016-04-06T10:17:20Z,22
229434,2016-03-10T08:57:27Z,Mazda_323_F_2.0_Sportive,privat,Angebot,test,limousine,2001,manuell,131,3_reihe,125000,6,benzin,mazda,nein,2016-03-10T00:00:00Z,0,76870,2016-03-11T21:15:11Z,1
231683,2016-03-23T11:37:22Z,Volkswagen_Polo_1.2,privat,Angebot,test,kleinwagen,2009,manuell,60,polo,125000,2,benzin,volkswagen,nein,2016-03-23T00:00:00Z,0,44532,2016-04-05T09:45:43Z,13
214137,2016-03-21T23:38:13Z,Mercedes_Benz_200,privat,Angebot,test,coupe,1995,automatik,136,andere,150000,6,benzin,mercedes_benz,nein,2016-03-21T00:00:00Z,0,71546,2016-04-05T13:44:42Z,15
223112,2016-03-06T00:56:43Z,Opel_Corsa_1.0_12V,privat,Angebot,control,kleinwagen,2002,manuell,58,corsa,150000,6,benzin,opel,ja,2016-03-05T00:00:00Z,0,42857,2016-03-31T08:44:31Z,26
219142,2016-03-11T16:56:09Z,Volkswagen_Golf_1.4,privat,Angebot,test,limousine,1995,manuell,60,golf,150000,12,benzin,volkswagen,nein,2016-03-11T00:00:00Z,0,53501,2016-03-14T14:16:54Z,3
214085,2016-03-14T05:45:23Z,BMW_318is/2_Coupe_Face_lift,privat,Angebot,test,coupe,1998,manuell,140,3er,150000,12,benzin,bmw,nein,2016-03-13T00:00:00Z,0,33102,2016-04-07T00:45:28Z,25
214523,2016-03-26T16:52:55Z,Renault_Twingo,privat,Angebot,control,kleinwagen,1999,manuell,58,twingo,150000,8,benzin,renault,nein,2016-03-26T00:00:00Z,0,61191,2016-03-26T18:45:29Z,0
244268,2016-03-19T19:47:57Z,Passat_Kombi,privat,Angebot,control,kombi,2006,manuell,140,passat,150000,10,diesel,volkswagen,nein,2016-03-19T00:00:00Z,0,07407,2016-03-20T22:17:46Z,1
246902,2016-03-16T21:56:09Z,Volkswagen_T5_Transporter,privat,Angebot,control,bus,2007,manuell,131,transporter,150000,3,diesel,volkswagen,nein,2016-03-16T00:00:00Z,0,55545,2016-03-22T05:16:05Z,6
223948,2016-03-05T14:42:38Z,Nissan_Micra_Visia_1.2_L_5_tuerer,privat,Angebot,control,kleinwagen,2004,manuell,60,micra,150000,4,benzin,nissan,ja,2016-03-05T00:00:00Z,0,55606,2016-03-06T03:46:18Z,1
231304,2016-03-08T14:37:55Z,Kia_Carnival_CRDi_Aut._EX,privat,Angebot,test,bus,2003,automatik,144,carnival,150000,3,diesel,kia,ja,2016-03-08T00:00:00Z,0,50823,2016-03-10T08:17:23Z,2
206609,2016-03-23T10:50:25Z,Opel_corsa_c_mit_Motorschaden,privat,Angebot,control,kleinwagen,2003,manuell,60,corsa,150000,0,benzin,opel,ja,2016-03-23T00:00:00Z,0,67819,2016-03-23T10:50:25Z,0
247818,2016-03-25T22:54:00Z,Opel_Vectra_1.8_Caravan,privat,Angebot,control,kombi,2002,manuell,125,vectra,150000,8,benzin,opel,nein,2016-03-25T00:00:00Z,0,04680,2016-04-05T15:45:50Z,11
222637,2016-04-04T15:43:39Z,Scheunenfund_!__Mercedes_W108_280S_Oldtimer_Automatik_Bj_1971,privat,Angebot,test,limousine,1971,automatik,140,andere,100000,2,benzin,mercedes_benz,ja,2016-04-04T00:00:00Z,0,32139,2016-04-04T15:43:39Z,0
213287,2016-03-14T19:58:27Z,"Volkswagen_Golf_1.4_TSi_Highline__""Exklusive""",privat,Angebot,control,kleinwagen,2009,manuell,122,golf,125000,7,benzin,volkswagen,nein,2016-03-14T00:00:00Z,0,91054,2016-04-06T05:46:13Z,23
219565,2016-03-28T11:58:40Z,Golf_3_syncro_TDI,privat,Angebot,control,limousine,1996,manuell,90,NA,150000,0,diesel,volkswagen,nein,2016-03-28T00:00:00Z,0,83361,2016-04-06T14:17:45Z,9
220926,2016-03-24T23:55:27Z,Renault_Laguna_3.0_V6_24V_Initiale_Automatic_1Hand_Vol......,privat,Angebot,test,limousine,2006,automatik,208,laguna,100000,1,benzin,renault,nein,2016-03-24T00:00:00Z,0,70569,2016-03-26T17:45:20Z,2
205802,2016-03-30T23:52:26Z,Ford_Focus_mit_Kupplungsschaden,privat,Angebot,control,kombi,1999,manuell,0,focus,150000,3,benzin,ford,ja,2016-03-30T00:00:00Z,0,97520,2016-03-31T07:41:51Z,1
202591,2016-04-02T10:43:13Z,Skoda_Fabia_1.2_HTP,privat,Angebot,test,kleinwagen,2010,manuell,60,fabia,90000,4,benzin,skoda,nein,2016-04-02T00:00:00Z,0,49413,2016-04-06T08:15:39Z,4
208549,2016-03-29T01:56:52Z,Mercedes_Benz_E_320_T_CDI_Tuev_11/16,privat,Angebot,control,kombi,1999,automatik,197,e_klasse,150000,9,diesel,mercedes_benz,nein,2016-03-29T00:00:00Z,0,49448,2016-04-05T17:26:04Z,7
221082,2016-04-04T09:51:20Z,Volkswagen_Golf_1.9_TDI_Pacific,privat,Angebot,control,limousine,2003,manuell,101,golf,150000,6,diesel,volkswagen,nein,2016-04-04T00:00:00Z,0,47228,2016-04-06T10:46:03Z,2
204249,2016-03-20T14:50:03Z,Audi_80_coupe___sehr_gute_zustand,privat,Angebot,test,coupe,1985,manuell,0,80,150000,11,benzin,audi,nein,2016-03-20T00:00:00Z,0,49716,2016-04-06T18:44:57Z,17
244366,2016-04-02T15:49:18Z,Fiat_Doblo_1.6_16V_Natural_Power,privat,Angebot,control,bus,2006,manuell,103,doblo,150000,10,benzin,fiat,ja,2016-04-02T00:00:00Z,0,80993,2016-04-04T13:44:57Z,2
232779,2016-03-06T23:46:43Z,Skoda_Roomster_1.4_TDI_Scout,privat,Angebot,control,bus,2008,manuell,80,roomster,150000,6,diesel,skoda,ja,2016-03-06T00:00:00Z,0,78176,2016-03-22T08:15:34Z,16
216756,2016-03-08T11:36:20Z,Opel_Corsa,privat,Angebot,control,kleinwagen,1992,manuell,0,corsa,150000,0,benzin,opel,nein,2016-03-08T00:00:00Z,0,38226,2016-04-07T13:17:48Z,30
209408,2016-04-06T20:06:22Z,Mercedes_Benz_C_180_Kompressor_Elegance,privat,Angebot,control,limousine,2002,manuell,143,c_klasse,150000,11,benzin,mercedes_benz,nein,2016-04-06T00:00:00Z,0,56370,2016-04-06T20:06:22Z,0
222575,2016-03-05T17:50:15Z,Voll_Restauriert_Gutachten_2,privat,Angebot,test,cabrio,1984,manuell,84,andere,150000,5,benzin,toyota,nein,2016-02-23T00:00:00Z,0,24797,2016-03-17T02:17:40Z,23
247012,2016-04-02T18:52:05Z,Opel_Corsa_1.3_CDTI_DPF_Innovation_110_Jahre,privat,Angebot,control,kleinwagen,2009,manuell,90,corsa,125000,5,diesel,opel,nein,2016-04-02T00:00:00Z,0,56825,2016-04-06T18:47:40Z,4
206364,2016-03-30T15:46:57Z,Audi_A4_Avant_2.0_TDI_DPF_multitronic_Ambiente,privat,Angebot,test,kombi,2008,automatik,143,a4,150000,12,diesel,audi,nein,2016-03-30T00:00:00Z,0,72175,2016-04-07T06:17:24Z,8
214294,2016-03-19T19:37:45Z,Chevrolet_Matiz_1.0_SE,privat,Angebot,control,kleinwagen,2009,manuell,67,matiz,100000,3,benzin,chevrolet,nein,2016-03-19T00:00:00Z,0,86925,2016-03-20T22:47:09Z,1
217253,2016-03-08T17:44:51Z,Volkswagen_T3_andere,privat,Angebot,control,bus,1987,manuell,69,transporter,150000,2,diesel,volkswagen,nein,2016-03-08T00:00:00Z,0,28197,2016-04-05T04:16:37Z,28
202436,2016-03-19T21:53:25Z,Volkswagen_Polo_1.4_FSI_Goal,privat,Angebot,control,kleinwagen,2006,manuell,86,polo,100000,5,benzin,volkswagen,nein,2016-03-19T00:00:00Z,0,34132,2016-04-05T11:18:09Z,17
232564,2016-03-07T10:48:44Z,Smart_84PS_Schaltwippen_65000Km,privat,Angebot,test,kleinwagen,2007,automatik,84,fortwo,70000,7,benzin,smart,nein,2016-03-07T00:00:00Z,0,24119,2016-03-23T01:45:17Z,16
218700,2016-03-25T11:37:56Z,Audi_TT_Roadster_1.8_T_quattro,privat,Angebot,test,cabrio,1999,manuell,224,tt,150000,11,benzin,audi,nein,2016-03-25T00:00:00Z,0,54329,2016-04-06T11:45:28Z,12
236584,2016-03-10T09:46:01Z,Ford_Mondeo_Kombi___Ahk___TÜV_2/_2018,privat,Angebot,test,kombi,1997,manuell,115,mondeo,150000,6,benzin,ford,ja,2016-03-10T00:00:00Z,0,59909,2016-04-06T08:17:26Z,27
209818,2016-03-10T00:48:56Z,C200_T_Kompressor_Elegance,privat,Angebot,control,kombi,2000,automatik,163,c_klasse,150000,6,benzin,mercedes_benz,nein,2016-03-09T00:00:00Z,0,06108,2016-03-27T20:47:00Z,18
226294,2016-03-25T18:49:23Z,Peugeot_308_175_THP_Platinum,privat,Angebot,test,limousine,2008,manuell,174,3_reihe,100000,7,benzin,peugeot,nein,2016-03-25T00:00:00Z,0,79539,2016-04-07T00:46:00Z,13
223263,2016-03-19T08:38:02Z,opel_zafira_top_zu_stand,privat,Angebot,test,bus,2008,manuell,81,zafira,150000,8,diesel,opel,nein,2016-03-19T00:00:00Z,0,49744,2016-03-19T09:41:31Z,0
218982,2016-04-05T12:45:28Z,Audi_A4_2.0,privat,Angebot,test,limousine,2001,automatik,131,a4,150000,7,benzin,audi,nein,2016-04-05T00:00:00Z,0,30459,2016-04-05T12:45:28Z,0
209116,2016-03-19T17:53:43Z,Fiat_Ducato_L1H1_250.0L1.0_Klima_Anhangerkuplung,privat,Angebot,control,bus,2007,manuell,101,ducato,150000,9,diesel,fiat,nein,2016-03-19T00:00:00Z,0,51375,2016-03-23T06:46:54Z,4
205615,2016-03-27T23:52:02Z,VW_Polo_9N3_Trendline_1.2_64PS_TÜV_08/2017_ORIGINAL_Kilometer,privat,Angebot,test,kleinwagen,2007,manuell,64,polo,90000,3,benzin,volkswagen,nein,2016-03-27T00:00:00Z,0,17109,2016-03-29T21:17:02Z,2
232097,2016-03-08T16:38:57Z,Saab_9_5_2.3t_SE_Sportpaket_12_Monate_Gewaehrleistung,privat,Angebot,test,limousine,1999,manuell,170,andere,150000,8,benzin,saab,nein,2016-03-08T00:00:00Z,0,66111,2016-03-15T00:18:01Z,7
223065,2016-03-09T16:51:37Z,Mazda_Premacy_1.9_Active,privat,Angebot,test,bus,2004,manuell,101,andere,125000,10,benzin,mazda,nein,2016-03-09T00:00:00Z,0,10829,2016-03-17T19:16:27Z,8
234622,2016-03-23T16:52:36Z,Opel_Corsa_1.2_16V,privat,Angebot,test,kleinwagen,2009,manuell,80,corsa,60000,1,benzin,opel,nein,2016-03-23T00:00:00Z,0,91171,2016-04-05T20:47:06Z,13
229015,2016-03-06T17:50:27Z,Hyundai_i10_1.1_5_Star_Edition_Sonderausstattung,privat,Angebot,control,kleinwagen,2013,manuell,69,i_reihe,30000,3,benzin,hyundai,nein,2016-03-06T00:00:00Z,0,23617,2016-03-21T19:47:45Z,15
222907,2016-03-24T13:48:59Z,Opel_Vectra_1.8_Caravan_Edition_2000,privat,Angebot,control,kombi,2001,manuell,116,vectra,150000,2,benzin,opel,nein,2016-03-24T00:00:00Z,0,55758,2016-04-07T05:17:26Z,14
216446,2016-03-23T19:52:35Z,Mitsubishi_Carisma,privat,Angebot,control,limousine,2004,automatik,125,carisma,125000,11,benzin,mitsubishi,nein,2016-03-23T00:00:00Z,0,75181,2016-04-06T01:45:42Z,14
238851,2016-03-08T19:37:57Z,Ka_auto_gut,privat,Angebot,test,kombi,2003,manuell,83,NA,150000,2,diesel,kia,ja,2016-03-08T00:00:00Z,0,38667,2016-03-09T11:15:33Z,1
238630,2016-03-10T20:53:59Z,Ford_Puma,privat,Angebot,test,coupe,1999,manuell,125,andere,150000,5,benzin,ford,nein,2016-03-10T00:00:00Z,0,86179,2016-04-02T11:45:45Z,23
229521,2016-03-22T21:46:23Z,Ford_Fiesta,privat,Angebot,control,kleinwagen,2001,manuell,75,fiesta,150000,2,benzin,ford,nein,2016-03-22T00:00:00Z,0,34346,2016-04-06T16:17:15Z,15
227588,2016-03-20T16:38:17Z,520D_Scwartz_TOP_ZUSTAND_!,privat,Angebot,test,limousine,2004,manuell,136,5er,150000,9,diesel,bmw,nein,2016-03-20T00:00:00Z,0,32369,2016-03-20T16:38:17Z,0
205885,2016-03-08T19:50:33Z,Mercedes_Benz_A_140,privat,Angebot,test,limousine,2000,manuell,82,a_klasse,20000,2,benzin,mercedes_benz,nein,2016-03-08T00:00:00Z,0,50825,2016-03-11T04:44:21Z,3
207950,2016-03-26T17:46:26Z,Fiat_Grande_Punto_1.4_16V,privat,Angebot,control,kleinwagen,2006,manuell,95,andere,150000,4,benzin,fiat,nein,2016-03-26T00:00:00Z,0,71706,2016-03-26T17:46:26Z,0
235974,2016-04-02T14:52:00Z,2_hand_Nissan_Almera_wenig_km,privat,Angebot,test,kleinwagen,1999,manuell,0,almera,150000,10,benzin,nissan,ja,2016-04-02T00:00:00Z,0,22525,2016-04-06T13:17:45Z,4
216687,2016-03-18T12:42:23Z,Volkswagen_Golf_1.9_TDI_Sportline,privat,Angebot,control,limousine,2007,manuell,105,golf,150000,3,diesel,volkswagen,nein,2016-03-18T00:00:00Z,0,44143,2016-04-05T22:16:51Z,18
247608,2016-03-27T14:52:59Z,Citroën_Jumpy_1.9_TD_SX,privat,Angebot,control,kombi,1997,manuell,90,andere,150000,3,diesel,citroen,nein,2016-03-27T00:00:00Z,0,24159,2016-03-30T19:47:34Z,3
212327,2016-03-07T19:44:29Z,Volkswagen_tiefer_TÜV_18_zoll,privat,Angebot,control,limousine,2010,manuell,105,golf,150000,9,diesel,volkswagen,nein,2016-03-07T00:00:00Z,0,98587,2016-03-12T17:48:09Z,5
218415,2016-03-05T15:58:18Z,Volkswagen_Sharan_1.9_TDI,privat,Angebot,control,bus,1999,manuell,110,sharan,150000,2,diesel,volkswagen,nein,2016-03-05T00:00:00Z,0,73479,2016-03-08T08:17:16Z,3
204798,2016-04-03T11:58:19Z,Mercedes_Benz_C_220_CDI_Classic,privat,Angebot,control,limousine,1998,manuell,125,c_klasse,150000,10,diesel,mercedes_benz,ja,2016-04-03T00:00:00Z,0,85368,2016-04-05T10:45:07Z,2
245290,2016-03-24T20:55:24Z,Nissan_Micra_1.2_I_WAY_Neue_Sommer_und_Winterreifen,privat,Angebot,test,kleinwagen,2010,manuell,65,micra,80000,7,benzin,nissan,nein,2016-03-24T00:00:00Z,0,65606,2016-03-31T14:47:10Z,7
206036,2016-03-26T13:54:27Z,Renault_Twingo_1_2_mit_Faltdach,privat,Angebot,control,kleinwagen,2001,manuell,58,twingo,125000,12,benzin,renault,nein,2016-03-26T00:00:00Z,0,35510,2016-04-05T17:26:21Z,10
242109,2016-03-28T10:57:10Z,Renault_Megane_1.4_RXE,privat,Angebot,control,limousine,1999,manuell,95,megane,150000,12,benzin,renault,nein,2016-03-28T00:00:00Z,0,66115,2016-04-06T13:44:54Z,9
216914,2016-03-28T13:40:15Z,Audi_A_6_WW.Audi_S6_Quattro_2_5_TDI_Kombi_Bj.9/03_226511_Km,privat,Angebot,test,kombi,2003,automatik,179,a6,150000,9,diesel,audi,nein,2016-03-28T00:00:00Z,0,22605,2016-04-04T15:18:12Z,7
214904,2016-03-25T17:51:15Z,Volvo_V70_2.4_Comfort,privat,Angebot,test,kombi,2002,manuell,140,v70,150000,9,benzin,volvo,nein,2016-03-25T00:00:00Z,0,26316,2016-04-06T23:16:55Z,12
210622,2016-03-09T19:46:46Z,XC_90_D5_SPORT_DYNAUDIO_7_SITZE_1.HAND_S_HEFT,privat,Angebot,test,suv,2008,automatik,185,xc_reihe,90000,1,diesel,volvo,nein,2016-03-09T00:00:00Z,0,10115,2016-03-09T19:46:46Z,0
213889,2016-03-23T22:46:58Z,Audi_A3_1.6_Sportback_Ambition,privat,Angebot,test,kombi,2006,manuell,102,a3,150000,6,benzin,audi,nein,2016-03-23T00:00:00Z,0,91086,2016-04-06T04:44:33Z,14
226079,2016-03-31T13:38:32Z,Opel_Vectra_B,privat,Angebot,control,kombi,1999,manuell,115,vectra,150000,7,benzin,opel,ja,2016-03-31T00:00:00Z,0,26871,2016-04-06T05:46:48Z,6
223919,2016-03-17T10:52:34Z,Seat_Arosa_1.0_MPI_Sports_Line,privat,Angebot,test,kleinwagen,1998,manuell,50,arosa,150000,5,benzin,seat,nein,2016-03-17T00:00:00Z,0,83734,2016-03-31T17:17:09Z,14
201326,2016-03-22T15:57:24Z,BMW_320d_DPF,privat,Angebot,control,limousine,2006,manuell,163,3er,150000,4,diesel,bmw,nein,2016-03-22T00:00:00Z,0,86551,2016-04-06T05:45:50Z,15
229946,2016-03-16T17:48:35Z,Bmw_520iA_Touring_Klima_Automatik_Tuev_3/2018,privat,Angebot,control,kombi,1997,automatik,150,5er,150000,9,benzin,bmw,nein,2016-03-16T00:00:00Z,0,13125,2016-03-16T17:48:35Z,0
204024,2016-03-22T18:06:16Z,Ford_Fiesta_Automatik_8x_Bereift_TÜV_NEU,privat,Angebot,control,kleinwagen,1998,automatik,75,fiesta,100000,7,benzin,ford,nein,2016-03-22T00:00:00Z,0,55218,2016-04-07T08:44:58Z,16
