id,dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen,ad_exist_time
86622,2016-03-17T13:51:50Z,Volkswagen_Golf_1.9_TDI_Ocean,privat,Angebot,2073,control,limousine,2003,manuell,101,golf,150000,6,diesel,volkswagen,nein,2016-03-17T00:00:00Z,0,53113,2016-04-06T20:17:52Z,20
87779,2016-03-09T22:06:26Z,Audi_A4_Avant_2.6,privat,Angebot,1495,control,kombi,1996,automatik,150,a4,150000,3,benzin,audi,nein,2016-03-09T00:00:00Z,0,57299,2016-04-05T21:17:52Z,27
74295,2016-03-25T08:56:20Z,Renault_Megane_Scenic_2.0_Century_RT__HU_01/2018,privat,Angebot,1244,control,bus,1998,manuell,114,scenic,150000,1,benzin,renault,nein,2016-03-25T00:00:00Z,0,52355,2016-03-25T08:56:20Z,0
6351,2016-03-30T17:48:35Z,Renault_Megane_1.4_RT,privat,Angebot,821,control,limousine,1999,manuell,95,megane,150000,6,benzin,renault,nein,2016-03-30T00:00:00Z,0,40215,2016-04-07T08:45:39Z,8
92088,2016-03-17T21:39:20Z,BMW_328i__Cabrio,privat,Angebot,8902,test,cabrio,1992,manuell,192,3er,125000,3,benzin,bmw,nein,2016-03-17T00:00:00Z,0,86405,2016-03-30T19:44:35Z,13
109116,2016-03-20T18:37:50Z,MINI_Mini_Cooper,privat,Angebot,2980,test,kleinwagen,2002,manuell,116,cooper,150000,11,benzin,mini,nein,2016-03-20T00:00:00Z,0,22523,2016-03-24T11:17:32Z,4
63309,2016-03-21T23:54:51Z,Mercedes_Benz_E_300_D,privat,Angebot,831,test,limousine,1995,automatik,0,e_klasse,150000,6,diesel,mercedes_benz,ja,2016-03-21T00:00:00Z,0,46286,2016-04-05T12:16:02Z,15
180058,2016-03-07T01:36:23Z,Toyota_Yaris_1.0_VVT_i__original_nur_41_Tkm!,privat,Angebot,4469,control,kleinwagen,2006,manuell,69,yaris,50000,6,benzin,toyota,nein,2016-03-07T00:00:00Z,0,79312,2016-03-26T07:16:14Z,19
184143,2016-03-07T17:42:13Z,Peugeot__206,privat,Angebot,2152,test,kleinwagen,2002,manuell,60,2_reihe,80000,2,benzin,peugeot,nein,2016-03-07T00:00:00Z,0,16321,2016-03-19T08:18:25Z,12
152603,2016-03-27T10:55:10Z,Ford_Fiesta_1.3,privat,Angebot,3000,control,kleinwagen,2007,manuell,69,fiesta,150000,12,benzin,ford,nein,2016-03-27T00:00:00Z,0,22049,2016-04-07T06:45:06Z,11
28332,2016-03-29T00:40:54Z,Golf_4_1.6_comfortline___TÜV_neu,privat,Angebot,973,test,limousine,1999,manuell,102,golf,150000,3,benzin,volkswagen,nein,2016-03-28T00:00:00Z,0,01705,2016-03-29T00:40:54Z,1
143,2016-03-05T15:55:47Z,Volkswagen_Golf_V_1.4_Top_Zustand_*TÜV*,privat,Angebot,2806,control,limousine,2004,manuell,75,golf,100000,9,benzin,volkswagen,ja,2016-03-05T00:00:00Z,0,06295,2016-03-16T06:45:15Z,11
173910,2016-04-04T17:44:43Z,Ibiza_1_2_Euro_5_Klima_Schwarz_Alufelgen_2.Hand_Tuev/Au_Neu,privat,Angebot,5281,test,limousine,2010,manuell,75,ibiza,100000,9,benzin,seat,nein,2016-04-04T00:00:00Z,0,63150,2016-04-06T19:17:54Z,2
29399,2016-03-24T22:55:33Z,Audi_A6_2.7_TDI_AUTOMATIK,privat,Angebot,7961,control,limousine,2006,automatik,179,a6,150000,3,diesel,audi,nein,2016-03-24T00:00:00Z,0,54516,2016-03-31T11:17:18Z,7
97136,2016-04-02T10:50:00Z,Volkswagen_Caddy_1.9_TDI_Maxi__5_Si._,privat,Angebot,4528,test,kombi,2009,manuell,105,caddy,150000,5,diesel,volkswagen,ja,2016-04-02T00:00:00Z,0,08248,2016-04-06T08:45:06Z,4
8731,2016-03-27T17:50:28Z,Renault_Megane_1.6,privat,Angebot,542,test,limousine,2000,manuell,107,megane,150000,2,benzin,renault,ja,2016-03-27T00:00:00Z,0,04155,2016-03-29T07:18:02Z,2
4247,2016-03-27T22:37:37Z,Golf_Plus_1_9_TDI_umstaendehalber_zu_verkaufen,privat,Angebot,5897,test,kombi,2006,manuell,105,golf,150000,7,diesel,volkswagen,nein,2016-03-27T00:00:00Z,0,88279,2016-04-06T00:15:20Z,10
68564,2016-03-22T13:49:21Z,Ka_Export_Ford_zum_schlachten,privat,Angebot,224,control,kleinwagen,1999,manuell,0,,5000,0,benzin,ford,ja,2016-03-22T00:00:00Z,0,47051,2016-04-06T02:45:36Z,15
57395,2016-03-15T10:38:34Z,BMW_316i_G_Kat_Bj1991_**140Tkm**_kein_TÜV_,privat,Angebot,1491,control,coupe,1989,manuell,100,3er,150000,0,benzin,bmw,ja,2016-03-15T00:00:00Z,0,76831,2016-03-15T10:38:34Z,0
6320,2016-03-10T23:06:20Z,Lancia_Y_1.2_LE,privat,Angebot,623,control,kleinwagen,1996,manuell,60,ypsilon,90000,9,benzin,lancia,nein,2016-03-10T00:00:00Z,0,63263,2016-03-11T11:47:03Z,1
171693,2016-03-26T22:57:07Z,Mercedes_Benz_SLK_200,privat,Angebot,6869,test,cabrio,2000,manuell,136,slk,100000,1,benzin,mercedes_benz,nein,2016-03-26T00:00:00Z,0,71263,2016-04-07T00:44:20Z,12
174748,2016-03-17T01:54:09Z,BMW_323i,privat,Angebot,2205,test,limousine,1996,automatik,170,3er,150000,6,lpg,bmw,nein,2016-03-16T00:00:00Z,0,61194,2016-03-29T17:15:48Z,13
19204,2016-03-20T21:52:44Z,BMW_320i_TÜV_NEU__Xenon__Volleder_!,privat,Angebot,9513,test,limousine,2005,manuell,170,3er,100000,6,benzin,bmw,nein,2016-03-20T00:00:00Z,0,08344,2016-04-07T08:16:05Z,18
125622,2016-03-12T15:58:37Z,Golf_4_+8fachbreift+TÜV_09.2017,privat,Angebot,1642,control,kleinwagen,1999,manuell,135,golf,150000,10,benzin,volkswagen,nein,2016-03-12T00:00:00Z,0,53604,2016-03-12T15:58:37Z,0
108261,2016-03-09T19:45:13Z,Gute_Twingo,privat,Angebot,659,test,kleinwagen,2003,manuell,75,twingo,150000,1,benzin,renault,nein,2016-03-09T00:00:00Z,0,78052,2016-03-12T20:20:17Z,3
180003,2016-04-02T00:51:10Z,Mercedes_Benz_E_270_T_CDI_Avantgarde,privat,Angebot,4221,test,kombi,2003,automatik,177,e_klasse,150000,8,diesel,mercedes_benz,nein,2016-04-01T00:00:00Z,0,90441,2016-04-06T05:16:04Z,5
21518,2016-03-08T14:47:11Z,Renault_Trafik_2_5l_Diesel,privat,Angebot,8669,test,bus,2008,automatik,145,andere,125000,0,diesel,renault,nein,2016-03-08T00:00:00Z,0,24107,2016-03-19T06:47:27Z,11
110972,2016-03-20T14:41:49Z,Ford_Fiesta_zu_verkaufen,privat,Angebot,2308,test,kleinwagen,2004,manuell,70,fiesta,125000,5,benzin,ford,nein,2016-03-20T00:00:00Z,0,53919,2016-04-06T17:16:05Z,17
104278,2016-04-04T09:57:32Z,BMW_523i_touring__erst_84000km,privat,Angebot,4806,control,kombi,1999,manuell,170,5er,90000,10,benzin,bmw,nein,2016-04-04T00:00:00Z,0,45527,2016-04-06T11:44:44Z,2
49121,2016-03-22T17:39:14Z,Ford_Focus_C_Max_Futura_2.0_TDCI,privat,Angebot,3541,control,bus,2005,manuell,136,c_max,150000,5,diesel,ford,nein,2016-03-22T00:00:00Z,0,97204,2016-04-06T08:17:04Z,15
165978,2016-03-31T16:45:14Z,Mercedes_Benz_CLK_Cabrio_200_Kompressor_Elegance,privat,Angebot,8496,control,cabrio,2001,automatik,163,clk,150000,9,benzin,mercedes_benz,nein,2016-03-31T00:00:00Z,0,34292,2016-04-06T09:45:17Z,6
143081,2016-03-05T16:57:26Z,Fiat_Stilo_1.8_16V_Dynamic,privat,Angebot,612,control,limousine,2002,manuell,133,stilo,150000,2,benzin,fiat,nein,2016-03-05T00:00:00Z,0,65933,2016-03-15T21:46:16Z,10
81995,2016-03-08T20:57:34Z,FORD___Fiesta____Tuev___10/2017______4x_wie_neu_Jahres_Reifen,privat,Angebot,595,control,kleinwagen,1996,manuell,55,fiesta,10000,12,benzin,ford,nein,2016-03-08T00:00:00Z,0,24939,2016-03-19T04:44:32Z,11
79261,2016-04-03T17:44:03Z,Mazda_RX_8_Challenge,privat,Angebot,3548,test,coupe,2004,manuell,192,rx_reihe,80000,4,benzin,mazda,nein,2016-04-03T00:00:00Z,0,97070,2016-04-05T17:26:51Z,2
162809,2016-03-20T14:41:33Z,Volkswagen_Passat_Variant_1.9_TDI_Family,privat,Angebot,664,test,kombi,1995,manuell,90,passat,150000,1,diesel,volkswagen,nein,2016-03-20T00:00:00Z,0,89423,2016-03-27T00:17:29Z,7
112150,2016-03-13T00:55:56Z,BMW_323i,privat,Angebot,2513,control,coupe,1995,manuell,200,3er,150000,11,benzin,bmw,nein,2016-03-13T00:00:00Z,0,68526,2016-03-20T13:18:33Z,7
150300,2016-03-30T14:57:30Z,Hyndai_Santa_Fe__SUV,privat,Angebot,2463,control,suv,2004,manuell,147,santa,150000,7,benzin,hyundai,nein,2016-03-30T00:00:00Z,0,25436,2016-04-01T09:15:33Z,2
20620,2016-03-06T16:42:49Z,Cabrio_czc___109ps____fuer_4800_€,privat,Angebot,4485,test,cabrio,2007,manuell,109,colt,90000,5,benzin,mitsubishi,nein,2016-03-06T00:00:00Z,0,47804,2016-03-19T14:19:35Z,13
173759,2016-03-20T16:36:21Z,Volvo_850_TDI,privat,Angebot,1495,test,kombi,1996,manuell,140,850,125000,8,diesel,volvo,nein,2016-03-20T00:00:00Z,0,10827,2016-04-06T23:46:47Z,17
21780,2016-03-20T13:57:05Z,VW_Polo_1.2__1_Vorbesitzer__8_fach_neuw._bereift__Tuev....,privat,Angebot,1532,test,kleinwagen,2002,manuell,64,polo,150000,1,benzin,volkswagen,nein,2016-03-20T00:00:00Z,0,87675,2016-03-27T01:46:16Z,7
178071,2016-03-12T10:54:19Z,Volkswagen_Golf__servo_tuv___8_2016,privat,Angebot,578,control,limousine,1996,manuell,60,golf,150000,3,benzin,volkswagen,nein,2016-03-12T00:00:00Z,0,50374,2016-03-17T08:46:18Z,5
38000,2016-03-09T21:58:18Z,Volkswagen_Polo_1.2_Trendline,privat,Angebot,6511,test,kleinwagen,2010,manuell,69,polo,90000,12,benzin,volkswagen,nein,2016-03-09T00:00:00Z,0,67227,2016-04-06T03:45:42Z,28
164875,2016-03-15T19:54:14Z,Volkswagen_Golf_1.6_KLIMA_ZV_BC,privat,Angebot,2930,control,limousine,2002,manuell,105,golf,150000,6,benzin,volkswagen,nein,2016-03-15T00:00:00Z,0,99625,2016-03-24T11:46:02Z,9
170497,2016-03-10T18:46:18Z,Smart_smart_fortwo_coupe_pure,privat,Angebot,2877,test,kleinwagen,2005,automatik,61,fortwo,125000,11,benzin,smart,nein,2016-03-10T00:00:00Z,0,64287,2016-04-05T21:18:44Z,26
127734,2016-03-06T23:36:23Z,BMW_320d_DPF,privat,Angebot,797,control,limousine,2000,manuell,136,3er,150000,2,diesel,bmw,ja,2016-03-06T00:00:00Z,0,71063,2016-03-08T05:46:15Z,2
197807,2016-03-10T11:53:44Z,Toyota_RAV_4_D_4D_4x4,privat,Angebot,4737,test,suv,2004,manuell,116,rav,150000,3,diesel,toyota,nein,2016-03-10T00:00:00Z,0,87541,2016-03-12T01:17:39Z,2
102802,2016-03-11T11:36:25Z,Nissan_Primera_Traveller_1.8/NEUE_REIFEN_+_BREMSEN,privat,Angebot,1480,control,kombi,2003,manuell,116,primera,150000,3,benzin,nissan,nein,2016-03-11T00:00:00Z,0,97422,2016-03-11T11:36:25Z,0
70702,2016-03-08T13:55:24Z,roter_Flitzer,privat,Angebot,8001,control,kleinwagen,2011,manuell,60,polo,90000,5,benzin,volkswagen,nein,2016-03-08T00:00:00Z,0,01945,2016-03-12T23:15:23Z,4
108635,2016-04-03T15:55:38Z,Opel_Omega_Caravan_2.2_Anhaengerkupplung_TÜV_2018,privat,Angebot,1543,test,kombi,1999,manuell,144,omega,150000,10,benzin,opel,ja,2016-04-03T00:00:00Z,0,57078,2016-04-03T15:55:38Z,0
196786,2016-03-07T22:48:36Z,Toyota_RAV_4_4x4_Executive,privat,Angebot,7543,test,suv,2004,manuell,150,rav,150000,9,benzin,toyota,nein,2016-03-07T00:00:00Z,0,59329,2016-04-07T03:15:35Z,31
125787,2016-03-21T10:49:31Z,Sehr_schoener_Renault_Twingo,privat,Angebot,947,test,kleinwagen,1998,manuell,58,twingo,150000,10,benzin,renault,nein,2016-03-21T00:00:00Z,0,47647,2016-04-06T04:16:05Z,16
310,2016-03-07T21:55:49Z,Fiat_Marea_100_16V_Weekend_SX,privat,Angebot,838,control,kombi,2001,manuell,103,andere,125000,3,benzin,fiat,nein,2016-03-07T00:00:00Z,0,20146,2016-04-06T10:46:18Z,30
36152,2016-03-10T22:57:22Z,Audi_Audi_A3_2.0_TDI_ABT_Sportsline_18_Zoll,privat,Angebot,6915,control,limousine,2004,manuell,170,a3,150000,11,diesel,audi,nein,2016-03-10T00:00:00Z,0,63322,2016-04-06T01:17:10Z,27
52320,2016-03-12T12:43:08Z,Golf2__GTI_Look_3tuerer_1600_ccm_71PS_Tiefer_Zustand_TOP_TÜV_NEU,privat,Angebot,2502,test,limousine,1991,manuell,71,golf,150000,0,benzin,volkswagen,nein,2016-03-12T00:00:00Z,0,19273,2016-03-22T16:49:20Z,10
54109,2016-03-16T12:54:50Z,Volkswagen_Passat_Variant_1.9_TDI_Highline,privat,Angebot,3816,test,kombi,2002,manuell,131,passat,150000,3,diesel,volkswagen,ja,2016-03-16T00:00:00Z,0,04207,2016-04-06T09:44:40Z,21
68133,2016-04-04T07:57:07Z,Alfa_156_SW,privat,Angebot,590,test,kombi,2002,manuell,120,156,150000,5,benzin,alfa_romeo,ja,2016-04-04T00:00:00Z,0,38302,2016-04-06T08:45:31Z,2
60548,2016-03-13T10:45:48Z,Passat_Variant_2_5_TDI_3_B__Leder_AHK_Xenon_Klimatronik_elFH_High,privat,Angebot,1576,control,kombi,2000,manuell,150,passat,150000,0,diesel,volkswagen,nein,2016-03-13T00:00:00Z,0,48231,2016-03-17T12:47:33Z,4
82679,2016-03-19T23:55:22Z,Audi_80_1.8_S,privat,Angebot,623,control,limousine,1988,manuell,90,80,150000,8,benzin,audi,nein,2016-03-19T00:00:00Z,0,86159,2016-03-22T14:16:46Z,3
58758,2016-03-24T15:51:16Z,Ford_Mondeo_2002_Bj_als_Bastelfahrzeug,privat,Angebot,512,test,kombi,2002,manuell,125,mondeo,150000,8,benzin,ford,ja,2016-03-24T00:00:00Z,0,41372,2016-04-01T12:17:10Z,8
131517,2016-03-30T11:37:39Z,Toyota_Avensis_2.2_D_4D_Combi_Executive,privat,Angebot,7952,test,kombi,2006,manuell,177,avensis,80000,2,diesel,toyota,nein,2016-03-30T00:00:00Z,0,86663,2016-03-30T11:37:39Z,0
76180,2016-04-04T14:50:51Z,BMW_316i_touring_Klima_Tuev_03/2018,privat,Angebot,1353,test,kombi,1997,manuell,102,3er,150000,7,benzin,bmw,nein,2016-04-04T00:00:00Z,0,80933,2016-04-06T16:17:27Z,2
44925,2016-03-11T16:55:11Z,Opel_Zafira_1.8_Easytronic_Edition_111_Jahre,privat,Angebot,8521,test,bus,2010,automatik,140,zafira,100000,6,benzin,opel,nein,2016-03-11T00:00:00Z,0,21220,2016-03-12T21:19:58Z,1
93571,2016-03-21T08:58:57Z,BMW_1er_118D_DPF_8_fach_Bereifung_Alufelgen,privat,Angebot,9343,control,limousine,2008,manuell,143,1er,150000,4,diesel,bmw,nein,2016-03-21T00:00:00Z,0,41569,2016-04-07T12:16:27Z,17
14557,2016-03-09T10:39:54Z,Opel_Meriva_1.6_16V,privat,Angebot,8002,control,bus,2009,automatik,105,meriva,30000,10,benzin,opel,nein,2016-03-09T00:00:00Z,0,50672,2016-04-07T14:56:13Z,29
41905,2016-04-02T16:52:19Z,Lancia_Lybra_Station_Wagon_2.4_jtd,privat,Angebot,1155,control,kombi,2004,manuell,150,lybra,150000,4,diesel,lancia,nein,2016-04-02T00:00:00Z,0,93155,2016-04-02T16:52:19Z,0
163894,2016-04-03T18:38:51Z,BMW___520i,privat,Angebot,811,control,limousine,1996,manuell,150,5er,150000,5,benzin,bmw,ja,2016-04-03T00:00:00Z,0,91207,2016-04-03T18:38:51Z,0
2516,2016-03-10T17:53:59Z,Seat_Alhambra_1.8_20V_Turbo_Signo_7_Stitzer_TÜV_NEU,privat,Angebot,4806,control,bus,2003,manuell,150,alhambra,150000,3,benzin,seat,nein,2016-03-10T00:00:00Z,0,45527,2016-04-05T19:45:53Z,26
105488,2016-03-26T09:53:30Z,Mercedes_Benz_A_160_CDI_Classic_TÜV_03.2018,privat,Angebot,1629,control,limousine,1999,manuell,60,a_klasse,150000,3,diesel,mercedes_benz,nein,2016-03-26T00:00:00Z,0,24768,2016-04-05T21:17:22Z,10
191724,2016-03-23T17:38:02Z,HONDA_CIVIC_1.4i_–_SPORT,privat,Angebot,2970,control,limousine,2004,manuell,90,civic,150000,3,benzin,honda,nein,2016-03-23T00:00:00Z,0,59071,2016-03-29T12:18:18Z,6
14176,2016-03-21T12:55:07Z,Mercedes_Benz_190_E,privat,Angebot,1228,control,limousine,1989,automatik,118,andere,150000,4,benzin,mercedes_benz,nein,2016-03-21T00:00:00Z,0,04617,2016-04-06T07:45:39Z,16
40677,2016-03-23T09:36:59Z,Volkswagen_Lupo_1.0,privat,Angebot,650,test,kleinwagen,2000,manuell,50,lupo,150000,2,benzin,volkswagen,nein,2016-03-23T00:00:00Z,0,36119,2016-03-23T09:36:59Z,0
93535,2016-03-17T09:53:29Z,Ford_Ka_ribik_1.3_mit_TÜV_.,privat,Angebot,446,test,kleinwagen,2001,manuell,60,ka,125000,3,benzin,ford,nein,2016-03-17T00:00:00Z,0,41065,2016-03-17T10:47:23Z,0
165851,2016-04-02T23:51:07Z,Chrysler_Voyager_zu_Verkaufen,privat,Angebot,785,test,kombi,1998,manuell,0,voyager,150000,11,benzin,chrysler,nein,2016-04-02T00:00:00Z,0,47798,2016-04-07T04:45:05Z,5
33216,2016-03-26T14:41:34Z,Volkswagen_Polo,privat,Angebot,3023,control,kleinwagen,2003,manuell,54,polo,150000,10,benzin,volkswagen,nein,2016-03-26T00:00:00Z,0,25746,2016-04-06T02:17:10Z,11
52578,2016-03-19T13:44:13Z,Audi_TT_Coupe_1.8_T,privat,Angebot,5184,test,coupe,2002,manuell,179,tt,150000,5,benzin,audi,nein,2016-03-19T00:00:00Z,0,32423,2016-04-06T19:15:56Z,18
186423,2016-03-18T17:43:31Z,BMW_325i_Aut.,privat,Angebot,9983,test,limousine,2005,automatik,218,3er,150000,8,benzin,bmw,nein,2016-03-18T00:00:00Z,0,31180,2016-04-05T22:44:58Z,18
135437,2016-03-30T16:41:17Z,Toyota_Corolla___Klima__Alu,privat,Angebot,2015,test,kombi,2003,manuell,110,corolla,150000,2,diesel,toyota,nein,2016-03-30T00:00:00Z,0,36137,2016-04-07T07:15:58Z,8
178298,2016-03-08T17:58:36Z,Volkswagen_Transporter_T4_TD,privat,Angebot,4927,control,kombi,2001,manuell,68,transporter,30000,1,diesel,volkswagen,nein,2016-03-08T00:00:00Z,0,48155,2016-03-22T02:47:09Z,14
87228,2016-03-31T19:37:21Z,Verkaufe_Ford_Mondeo_Kombi_2_0,privat,Angebot,1255,control,kombi,2000,manuell,131,mondeo,150000,7,benzin,ford,nein,2016-03-31T00:00:00Z,0,17389,2016-03-31T19:37:21Z,0
147,2016-03-22T11:59:28Z,Lancia_Phedra_2.0_16v_JTD_Emblema,privat,Angebot,1403,control,bus,2003,manuell,109,andere,150000,11,diesel,lancia,nein,2016-03-22T00:00:00Z,0,83317,2016-03-22T11:59:28Z,0
142289,2016-04-04T11:41:11Z,Mercedes_W210_E_290_Turbodiesel_Elegance__Top_!,privat,Angebot,3819,control,limousine,1997,automatik,129,e_klasse,150000,9,diesel,mercedes_benz,nein,2016-04-04T00:00:00Z,0,44652,2016-04-06T12:17:47Z,2
184597,2016-03-20T16:48:32Z,Toyota_Celica_T23,privat,Angebot,4024,test,coupe,2003,manuell,143,andere,150000,0,benzin,toyota,ja,2016-03-20T00:00:00Z,0,52379,2016-03-20T16:48:32Z,0
6305,2016-03-08T13:38:53Z,Mercedes_Benz_B_180,privat,Angebot,6653,control,bus,2006,manuell,109,b_klasse,150000,3,diesel,mercedes_benz,nein,2016-03-08T00:00:00Z,0,49767,2016-03-11T17:16:11Z,3
40446,2016-03-23T15:41:26Z,Verkauf_mein_BMW,privat,Angebot,1605,test,kleinwagen,1996,manuell,105,3er,150000,6,benzin,bmw,nein,2016-03-23T00:00:00Z,0,37308,2016-03-23T15:41:26Z,0
116303,2016-03-14T06:37:16Z,Opel_Corsa_1.2_16V,privat,Angebot,1832,control,kleinwagen,2003,manuell,75,corsa,125000,1,benzin,opel,nein,2016-03-14T00:00:00Z,0,71691,2016-03-14T09:41:10Z,0
94760,2016-03-14T10:55:53Z,Alfa_Romeo_159_Sportwagon_2.4_JTDM_20V_DPF_Distinctive,privat,Angebot,8722,control,kombi,2008,automatik,200,159,125000,5,diesel,alfa_romeo,ja,2016-03-14T00:00:00Z,0,30880,2016-03-24T18:16:34Z,10
86253,2016-03-14T19:51:25Z,Volkswagen_Passat_Variant_1.8,privat,Angebot,490,control,kombi,1995,manuell,75,passat,150000,1,benzin,volkswagen,ja,2016-03-14T00:00:00Z,0,26316,2016-03-21T12:15:25Z,7
88590,2016-03-25T14:49:23Z,Renault_Twingo_1.3,privat,Angebot,201,control,kleinwagen,1996,manuell,40,twingo,150000,11,benzin,renault,nein,2016-03-25T00:00:00Z,0,47495,2016-04-06T18:15:59Z,12
179744,2016-03-25T19:49:27Z,Mazda_Xedos_6,privat,Angebot,254,test,limousine,1994,manuell,114,andere,150000,11,benzin,mazda,ja,2016-03-25T00:00:00Z,0,01139,2016-03-25T19:49:27Z,0
97455,2016-03-09T13:53:54Z,Mercedes_Benz_C_220_T_CDI_Elegance,privat,Angebot,2706,control,kombi,2001,manuell,143,c_klasse,150000,7,diesel,mercedes_benz,nein,2016-03-09T00:00:00Z,0,64560,2016-04-06T08:44:22Z,28
72475,2016-03-10T22:53:13Z,Peugeot_106_XR,privat,Angebot,1016,control,kleinwagen,1996,manuell,45,1_reihe,150000,10,benzin,peugeot,nein,2016-03-10T00:00:00Z,0,42277,2016-03-17T05:47:13Z,7
158843,2016-03-14T14:59:47Z,Gepflegter_Renault_Twingo_Night_&_Day,privat,Angebot,5004,control,kleinwagen,2009,automatik,76,twingo,80000,10,benzin,renault,nein,2016-03-14T00:00:00Z,0,57584,2016-04-05T19:17:05Z,22
68363,2016-03-07T13:31:15Z,Daihatsu_Sondermodell_Daihatsu_Copen_100th_Anniversary,privat,Angebot,8260,test,cabrio,2007,manuell,87,andere,40000,10,benzin,daihatsu,nein,2016-03-07T00:00:00Z,0,56072,2016-03-12T14:18:15Z,5
13741,2016-03-19T17:56:03Z,Verkaufe_mein_Honda_civic_hatchback,privat,Angebot,419,control,limousine,1995,manuell,90,civic,150000,8,benzin,honda,ja,2016-03-19T00:00:00Z,0,47166,2016-04-07T04:45:11Z,19
6444,2016-03-10T17:46:34Z,Renault_Megane_1.6,privat,Angebot,947,control,limousine,2001,manuell,109,megane,150000,2,benzin,renault,nein,2016-03-10T00:00:00Z,0,85586,2016-03-11T05:45:47Z,1
184745,2016-03-20T19:48:20Z,Daihatsu_Sirion_1.3,privat,Angebot,3293,test,kleinwagen,2009,manuell,91,sirion,125000,2,benzin,daihatsu,nein,2016-03-20T00:00:00Z,0,85664,2016-04-01T07:16:57Z,12
110669,2016-03-27T13:49:43Z,MB_E220T_CDI_AVANTGARDE__/_TAUSCH_MÖGLICH,privat,Angebot,3715,test,kombi,2001,automatik,143,e_klasse,150000,12,diesel,mercedes_benz,nein,2016-03-27T00:00:00Z,0,38442,2016-03-27T13:49:43Z,0
164809,2016-03-29T19:46:33Z,Mercedes_Benz_C_180_Kompressor_Automatik_Classic_Sitzheizung,privat,Angebot,6999,control,limousine,2004,automatik,143,c_klasse,100000,9,benzin,mercedes_benz,nein,2016-03-29T00:00:00Z,0,95100,2016-04-06T05:45:43Z,8
143415,2016-03-16T23:51:42Z,Mercedes_Benz_190_W201_Vergaser,privat,Angebot,1159,test,limousine,1990,manuell,105,c_klasse,150000,3,benzin,mercedes_benz,nein,2016-03-16T00:00:00Z,0,40668,2016-03-25T04:47:49Z,9
192252,2016-03-25T19:39:01Z,BMW_520i_TÜV_9/17_Motor_140.000_km__Klima__VHB,privat,Angebot,1977,test,limousine,1998,manuell,150,5er,150000,12,benzin,bmw,nein,2016-03-25T00:00:00Z,0,26901,2016-04-07T01:17:57Z,13
79719,2016-03-26T10:36:21Z,VW_POLO_1.4_TDI_Tour_Edition__Zahnr._neu__TÜV_neu,privat,Angebot,5668,test,kleinwagen,2007,manuell,80,polo,150000,8,diesel,volkswagen,nein,2016-03-26T00:00:00Z,0,50354,2016-03-30T12:44:22Z,4
158345,2016-04-03T23:57:48Z,Smart_Fortwo__Euro_5_PanaromaDach,privat,Angebot,5225,control,coupe,2011,automatik,61,fortwo,40000,3,benzin,smart,nein,2016-04-03T00:00:00Z,0,73312,2016-04-06T08:16:53Z,3
54825,2016-04-01T21:38:55Z,Peugeot_307_CC_180_Platinum,privat,Angebot,8304,test,cabrio,2007,manuell,177,3_reihe,125000,7,benzin,peugeot,nein,2016-04-01T00:00:00Z,0,54524,2016-04-05T19:15:53Z,4
106775,2016-03-09T17:41:10Z,Schwarzer_Golf_5,privat,Angebot,4760,test,limousine,2005,manuell,105,golf,150000,3,benzin,volkswagen,nein,2016-03-09T00:00:00Z,0,18059,2016-03-22T02:18:26Z,13
125509,2016-03-16T11:58:07Z,Volkswagen_Golf_1.8_GL_Europe,privat,Angebot,903,test,limousine,1993,manuell,90,golf,150000,7,benzin,volkswagen,ja,2016-03-16T00:00:00Z,0,82490,2016-03-24T00:16:04Z,8
177995,2016-03-22T10:25:18Z,Volkswagen_Golf,privat,Angebot,8499,test,limousine,2006,manuell,140,golf,150000,8,diesel,volkswagen,nein,2016-03-22T00:00:00Z,0,56581,2016-04-06T07:44:29Z,15
22691,2016-03-22T21:52:08Z,Opel_Corsa_1_4_Advantage__TÜV_01/17__8_fach_bereift,privat,Angebot,497,control,kleinwagen,1997,manuell,60,corsa,150000,7,benzin,opel,nein,2016-03-22T00:00:00Z,0,86424,2016-03-24T06:18:29Z,2
158861,2016-03-13T00:50:22Z,Citroën_DS3_THP_150_SportChic,privat,Angebot,7590,control,kleinwagen,2010,manuell,156,andere,150000,10,benzin,citroen,nein,2016-03-12T00:00:00Z,0,47447,2016-04-06T13:17:17Z,25
122132,2016-04-02T20:56:53Z,Volkswagen_Polo_1.4_16V_Highline,privat,Angebot,3401,test,kleinwagen,2003,manuell,101,polo,150000,5,benzin,volkswagen,nein,2016-04-02T00:00:00Z,0,99510,2016-04-06T22:16:20Z,4
130798,2016-03-21T14:45:49Z,Volkswagen_Polo_6N2,privat,Angebot,1169,control,kleinwagen,1999,manuell,50,polo,150000,12,benzin,volkswagen,nein,2016-03-21T00:00:00Z,0,75365,2016-04-06T11:17:34Z,16
165362,2016-03-25T17:59:35Z,Alfa_Romeo_Spider_2.0,privat,Angebot,8722,test,cabrio,1987,manuell,125,spider,150000,8,benzin,alfa_romeo,nein,2016-03-25T00:00:00Z,0,47804,2016-04-06T23:17:28Z,12
